date,rent,beds,baths,type,rent_category,frequency,furnishing,age_of_listing_in_days,location,city
2/4/2024,85000,2,3,Apartment,Medium,Yearly,Furnished,77,Masdar City,Abu Dhabi
2/4/2024,125000,3,6,Villa,Medium,Yearly,Unfurnished,77,Al Nahda,Abu Dhabi
2/4/2024,23000,0,1,Apartment,Low,Yearly,Unfurnished,77,Madinat Al Riyadh,Abu Dhabi
2/4/2024,105000,2,3,Apartment,Medium,Yearly,Unfurnished,77,Al Reem Island,Abu Dhabi
2/4/2024,150000,5,8,Villa,High,Yearly,Unfurnished,77,Mohammed Bin Zayed City,Abu Dhabi
2/4/2024,75000,2,3,Apartment,Medium,Yearly,Unfurnished,77,Al Reem Island,Abu Dhabi
2/4/2024,130000,5,5,Villa,Medium,Yearly,Unfurnished,77,Mohammed Bin Zayed City,Abu Dhabi
2/4/2024,94900,2,3,Apartment,Medium,Yearly,Unfurnished,77,Al Reem Island,Abu Dhabi
2/4/2024,65000,2,2,Apartment,Low,Yearly,Unfurnished,77,Khalifa City,Abu Dhabi
2/4/2024,180000,5,9,Villa,High,Yearly,Unfurnished,77,Madinat Al Riyadh,Abu Dhabi
2/4/2024,215000,5,7,Villa,High,Yearly,Unfurnished,77,Al Nahyan,Abu Dhabi
2/4/2024,44000,1,1,Apartment,Low,Yearly,Unfurnished,77,Khalifa City,Abu Dhabi
2/4/2024,118000,2,2,Apartment,Medium,Yearly,Unfurnished,77,Al Markaziya,Abu Dhabi
2/4/2024,85000,2,3,Apartment,Medium,Yearly,Unfurnished,77,Yas Island,Abu Dhabi
2/4/2024,75000,1,1,Apartment,Medium,Yearly,Furnished,77,Yas Island,Abu Dhabi
2/4/2024,28000,0,1,Apartment,Low,Yearly,Furnished,77,Khalifa City,Abu Dhabi
2/4/2024,170000,3,4,Apartment,High,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,270000,2,3,Apartment,High,Yearly,Furnished,77,The Marina,Abu Dhabi
2/4/2024,269000,5,7,Villa,High,Yearly,Unfurnished,77,Khalifa City,Abu Dhabi
2/4/2024,179000,4,6,Villa,High,Yearly,Unfurnished,77,Khalifa City,Abu Dhabi
2/4/2024,290000,2,3,Apartment,High,Yearly,Unfurnished,77,Saadiyat Island,Abu Dhabi
2/4/2024,320000,5,7,Villa,High,Yearly,Unfurnished,77,Khalifa City,Abu Dhabi
2/4/2024,240000,2,3,Apartment,High,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,550000,5,6,Villa,High,Yearly,Unfurnished,77,Saadiyat Island,Abu Dhabi
2/4/2024,165000,4,5,Villa,High,Yearly,Unfurnished,77,Al Raha Gardens,Abu Dhabi
2/4/2024,155000,3,4,Apartment,High,Yearly,Unfurnished,77,Zayed Sports City,Abu Dhabi
2/4/2024,165000,3,4,Apartment,High,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,365000,3,4,Apartment,High,Yearly,Furnished,77,The Marina,Abu Dhabi
2/4/2024,240000,3,4,Apartment,High,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,1000000,5,7,Villa,High,Yearly,Unfurnished,77,Al Maqtaa,Abu Dhabi
2/4/2024,250000,3,4,Apartment,High,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,165000,4,5,Villa,High,Yearly,Unfurnished,77,Al Raha Gardens,Abu Dhabi
2/4/2024,100000,1,2,Apartment,Medium,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,135000,2,3,Apartment,Medium,Yearly,Unfurnished,77,Al Raha Beach,Abu Dhabi
2/4/2024,1300000,6,8,Villa,High,Yearly,Unfurnished,77,Saadiyat Island,Abu Dhabi
2/4/2024,75000,1,2,Apartment,Medium,Yearly,Unfurnished,77,Al Reem Island,Abu Dhabi
2/4/2024,220000,2,3,Apartment,High,Yearly,Unfurnished,77,Saadiyat Island,Abu Dhabi
2/4/2024,120000,4,5,Villa,Medium,Yearly,Unfurnished,77,Mohammed Bin Zayed City,Abu Dhabi
2/4/2024,240000,3,4,Apartment,High,Yearly,Unfurnished,77,Saadiyat Island,Abu Dhabi
2/4/2024,120000,5,7,Villa,Medium,Yearly,Unfurnished,77,Al Mowaihat,Ajman
2/5/2024,180000,3,5,Apartment,High,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,155000,3,5,Apartment,High,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,55000,2,2,Apartment,Low,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,130000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,170000,4,6,Villa,High,Yearly,Unfurnished,76,Al Muroor,Abu Dhabi
2/5/2024,80000,1,1,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,292600,5,7,Villa,High,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,100000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,115000,3,4,Villa,Medium,Yearly,Unfurnished,76,Al Reef,Abu Dhabi
2/5/2024,255000,3,4,Townhouse,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,120000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,60000,1,1,Apartment,Low,Yearly,Furnished,76,Al Ghadeer,Abu Dhabi
2/5/2024,96399,3,5,Apartment,Medium,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,200000,5,7,Villa,High,Yearly,Unfurnished,76,Shakhbout City,Abu Dhabi
2/5/2024,140000,5,6,Villa,Medium,Yearly,Unfurnished,76,Al Reef,Abu Dhabi
2/5/2024,159888,2,3,Apartment,High,Yearly,Furnished,76,Al Zahraa,Abu Dhabi
2/5/2024,147000,3,4,Apartment,High,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,134888,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Zahraa,Abu Dhabi
2/5/2024,55000,3,2,Apartment,Low,Yearly,Unfurnished,76,Al Shamkha,Abu Dhabi
2/5/2024,160000,5,6,Villa,High,Yearly,Unfurnished,76,Al Raha Gardens,Abu Dhabi
2/5/2024,260000,3,4,Townhouse,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,70000,3,3,Apartment,Medium,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,138000,2,4,Apartment,Medium,Yearly,Furnished,76,Al Reem Island,Abu Dhabi
2/5/2024,150000,3,4,Apartment,High,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,85000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,200000,6,8,Villa,High,Yearly,Unfurnished,76,Al Mushrif,Abu Dhabi
2/5/2024,70000,3,3,Apartment,Medium,Yearly,Unfurnished,76,Hamdan Street,Abu Dhabi
2/5/2024,130000,3,3,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,70000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,60000,1,2,Apartment,Low,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,139999,3,5,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,55000,1,1,Apartment,Low,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,70000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Electra Street,Abu Dhabi
2/5/2024,55999,1,2,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,240000,5,6,Villa,High,Yearly,Unfurnished,76,Al Matar,Abu Dhabi
2/5/2024,70000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,68000,3,3,Apartment,Medium,Yearly,Unfurnished,76,Electra Street,Abu Dhabi
2/5/2024,93888,2,3,Apartment,Medium,Yearly,Furnished,76,Al Reem Island,Abu Dhabi
2/5/2024,85000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,68000,3,2,Apartment,Medium,Yearly,Unfurnished,76,Tourist Club Area (TCA),Abu Dhabi
2/5/2024,55000,2,2,Apartment,Low,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,190000,3,4,Apartment,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,120000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Hamdan Street,Abu Dhabi
2/5/2024,300000,6,9,Villa,High,Yearly,Unfurnished,76,Al Bateen,Abu Dhabi
2/5/2024,150000,5,6,Villa,High,Yearly,Unfurnished,76,Madinat Al Riyadh,Abu Dhabi
2/5/2024,85000,3,4,Villa,Medium,Yearly,Unfurnished,76,Al Samha,Abu Dhabi
2/5/2024,240000,5,7,Villa,High,Yearly,Unfurnished,76,Al Bateen,Abu Dhabi
2/5/2024,69999,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,64999,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,110000,2,4,Apartment,Medium,Yearly,Unfurnished,76,Airport Street,Abu Dhabi
2/5/2024,129999,3,4,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,115000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,160000,3,4,Apartment,High,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,78000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,220000,3,4,Apartment,High,Yearly,Unfurnished,76,Tourist Club Area (TCA),Abu Dhabi
2/5/2024,195000,4,5,Apartment,High,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,110000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,48000,2,2,Apartment,Low,Yearly,Unfurnished,76,Mohammed Bin Zayed City,Abu Dhabi
2/5/2024,180000,3,4,Apartment,High,Yearly,Unfurnished,76,Al Khalidiyah,Abu Dhabi
2/5/2024,120000,3,4,Villa,Medium,Yearly,Unfurnished,76,Al Muroor,Abu Dhabi
2/5/2024,190000,5,9,Villa,High,Yearly,Unfurnished,76,Madinat Al Riyadh,Abu Dhabi
2/5/2024,50000,2,2,Apartment,Low,Yearly,Unfurnished,76,Al Falah City,Abu Dhabi
2/5/2024,42999,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,158000,5,7,Villa,High,Yearly,Unfurnished,76,Al Reef,Abu Dhabi
2/5/2024,230000,4,6,Villa,High,Yearly,Unfurnished,76,Al Bateen,Abu Dhabi
2/5/2024,100000,4,4,Apartment,Medium,Yearly,Unfurnished,76,Mohammed Bin Zayed City,Abu Dhabi
2/5/2024,165000,5,9,Villa,High,Yearly,Unfurnished,76,Madinat Al Riyadh,Abu Dhabi
2/5/2024,120000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Tourist Club Area (TCA),Abu Dhabi
2/5/2024,62000,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,124990,3,4,Apartment,Medium,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,100000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,90000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,150000,5,7,Villa,High,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,270000,4,6,Villa,High,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,110000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,107500,2,4,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,55000,1,1,Apartment,Low,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,209000,2,4,Apartment,High,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,80000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,130000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,59999,1,2,Apartment,Low,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,75000,3,3,Apartment,Medium,Yearly,Unfurnished,76,Al Salam Street,Abu Dhabi
2/5/2024,45000,2,2,Apartment,Low,Yearly,Unfurnished,76,Al Muroor,Abu Dhabi
2/5/2024,83000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,60000,1,1,Apartment,Low,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,175000,2,3,Apartment,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,61999,1,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,125000,5,7,Villa,Medium,Yearly,Unfurnished,76,Madinat Al Riyadh,Abu Dhabi
2/5/2024,57000,1,2,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,94999,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,45000,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,170000,4,6,Villa,High,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,65000,2,2,Apartment,Low,Yearly,Unfurnished,76,Electra Street,Abu Dhabi
2/5/2024,48000,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,80000,2,3,Villa,Medium,Yearly,Unfurnished,76,Al Reef,Abu Dhabi
2/5/2024,150000,2,3,Apartment,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,60000,1,1,Apartment,Low,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,129999,3,4,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,210000,3,4,Townhouse,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,100000,4,4,Villa,Medium,Yearly,Unfurnished,76,Al Mushrif,Abu Dhabi
2/5/2024,40000,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,80000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,190000,4,4,Apartment,High,Yearly,Unfurnished,76,Corniche Area,Abu Dhabi
2/5/2024,100000,3,4,Villa,Medium,Yearly,Unfurnished,76,Al Samha,Abu Dhabi
2/5/2024,42000,1,1,Apartment,Low,Yearly,Unfurnished,76,Tourist Club Area (TCA),Abu Dhabi
2/5/2024,115000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Corniche Area,Abu Dhabi
2/5/2024,110000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,38000,1,1,Apartment,Low,Yearly,Unfurnished,76,Khalifa City,Abu Dhabi
2/5/2024,150000,2,3,Apartment,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,79999,3,4,Villa,Medium,Yearly,Unfurnished,76,Al Rahba,Abu Dhabi
2/5/2024,60000,2,3,Apartment,Low,Yearly,Unfurnished,76,Mohammed Bin Zayed City,Abu Dhabi
2/5/2024,380000,5,7,Villa,High,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,130000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,120000,4,6,Villa,Medium,Yearly,Unfurnished,76,Al Shamkha,Abu Dhabi
2/5/2024,85000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,236800,1,2,Apartment,High,Yearly,Furnished,76,Al Maryah Island,Abu Dhabi
2/5/2024,127000,3,4,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,178000,1,2,Apartment,High,Yearly,Unfurnished,76,Al Maryah Island,Abu Dhabi
2/5/2024,90000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,70000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Najda Street,Abu Dhabi
2/5/2024,150000,2,3,Apartment,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,80000,0,1,Apartment,Medium,Yearly,Unfurnished,76,Al Raha Beach,Abu Dhabi
2/5/2024,80000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,77500,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,115000,1,4,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,53000,0,1,Apartment,Low,Yearly,Furnished,76,Al Reem Island,Abu Dhabi
2/5/2024,141000,2,2,Apartment,High,Yearly,Furnished,76,Al Markaziya,Abu Dhabi
2/5/2024,130000,2,2,Apartment,Medium,Yearly,Unfurnished,76,Al Markaziya,Abu Dhabi
2/5/2024,91000,1,2,Apartment,Medium,Yearly,Furnished,76,Al Markaziya,Abu Dhabi
2/5/2024,80000,1,2,Apartment,Medium,Yearly,Unfurnished,76,Al Markaziya,Abu Dhabi
2/5/2024,150000,2,3,Townhouse,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,73000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Al Reem Island,Abu Dhabi
2/5/2024,100000,1,2,Apartment,Medium,Yearly,Furnished,76,Al Reem Island,Abu Dhabi
2/5/2024,675000,5,6,Villa,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,112000,2,3,Apartment,Medium,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,380000,4,5,Apartment,High,Yearly,Unfurnished,76,Yas Island,Abu Dhabi
2/5/2024,160000,2,3,Apartment,High,Yearly,Unfurnished,76,Saadiyat Island,Abu Dhabi
2/5/2024,21000,1,1,Apartment,Low,Yearly,Unfurnished,76,Al Nuaimiya,Ajman
2/5/2024,30000,3,3,Apartment,Low,Yearly,Unfurnished,76,Al Nakhil,Ajman
2/5/2024,13000,0,1,Apartment,Low,Yearly,Unfurnished,76,Al Jurf,Ajman
2/5/2024,145000,5,7,Villa,High,Yearly,Unfurnished,76,Al Mowaihat,Ajman
2/5/2024,100000,5,7,Villa,Medium,Yearly,Unfurnished,76,Al Mowaihat,Ajman
2/6/2024,260000,3,4,Townhouse,High,Yearly,Unfurnished,75,Yas Island,Abu Dhabi
2/6/2024,77000,1,1,Apartment,Medium,Yearly,Furnished,75,Al Reem Island,Abu Dhabi
2/6/2024,65991,1,2,Apartment,Medium,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,170000,6,8,Villa,High,Yearly,Unfurnished,75,Mohammed Bin Zayed City,Abu Dhabi
2/6/2024,160000,3,5,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,135000,4,5,Villa,Medium,Yearly,Unfurnished,75,Al Reef,Abu Dhabi
2/6/2024,110000,1,1,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,55000,1,1,Apartment,Low,Yearly,Unfurnished,75,Al Rawdah,Abu Dhabi
2/6/2024,75000,2,2,Apartment,Medium,Yearly,Unfurnished,75,Masdar City,Abu Dhabi
2/6/2024,85000,2,3,Villa,Medium,Yearly,Unfurnished,75,Al Reef,Abu Dhabi
2/6/2024,150000,2,3,Apartment,High,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,65000,0,1,Apartment,Low,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,195000,3,4,Apartment,High,Yearly,Furnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,60000,1,2,Apartment,Low,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,91781,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,320000,3,4,Apartment,High,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,86000,2,2,Apartment,Medium,Yearly,Unfurnished,75,Yas Island,Abu Dhabi
2/6/2024,93799,2,2,Apartment,Medium,Yearly,Furnished,75,Al Reem Island,Abu Dhabi
2/6/2024,120000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,230000,2,3,Apartment,High,Yearly,Furnished,75,The Marina,Abu Dhabi
2/6/2024,94888,2,2,Apartment,Medium,Yearly,Furnished,75,Al Reem Island,Abu Dhabi
2/6/2024,150000,3,4,Apartment,High,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,64999,1,2,Apartment,Low,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,124997,2,4,Apartment,Medium,Yearly,Furnished,75,Al Reem Island,Abu Dhabi
2/6/2024,300000,3,5,Townhouse,High,Yearly,Unfurnished,75,Al Jubail Island,Abu Dhabi
2/6/2024,50000,2,2,Apartment,Low,Yearly,Unfurnished,75,Al Khalidiyah,Abu Dhabi
2/6/2024,130000,4,5,Villa,Medium,Yearly,Unfurnished,75,Mohammed Bin Zayed City,Abu Dhabi
2/6/2024,120000,3,4,Apartment,Medium,Yearly,Unfurnished,75,Tourist Club Area (TCA),Abu Dhabi
2/6/2024,110000,3,4,Villa,Medium,Yearly,Unfurnished,75,Al Reef,Abu Dhabi
2/6/2024,48000,1,2,Apartment,Low,Yearly,Unfurnished,75,Al Khalidiyah,Abu Dhabi
2/6/2024,24000,0,1,Apartment,Low,Yearly,Unfurnished,75,Khalifa City,Abu Dhabi
2/6/2024,77000,0,1,Apartment,Medium,Yearly,Furnished,75,Yas Island,Abu Dhabi
2/6/2024,172000,3,4,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,43000,0,1,Apartment,Low,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,80000,1,2,Apartment,Medium,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,116999,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,150000,2,3,Apartment,High,Yearly,Unfurnished,75,Corniche Area,Abu Dhabi
2/6/2024,360000,4,5,Villa,High,Yearly,Unfurnished,75,Yas Island,Abu Dhabi
2/6/2024,90000,3,4,Villa,Medium,Yearly,Unfurnished,75,Mohammed Bin Zayed City,Abu Dhabi
2/6/2024,69999,2,2,Apartment,Medium,Yearly,Unfurnished,75,Corniche Area,Abu Dhabi
2/6/2024,190000,3,4,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,109999,3,3,Apartment,Medium,Yearly,Unfurnished,75,Corniche Area,Abu Dhabi
2/6/2024,116990,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,189999,3,4,Townhouse,High,Yearly,Unfurnished,75,Yas Island,Abu Dhabi
2/6/2024,185000,5,6,Villa,High,Yearly,Unfurnished,75,Al Bateen,Abu Dhabi
2/6/2024,60000,2,2,Apartment,Low,Yearly,Unfurnished,75,Khalifa City,Abu Dhabi
2/6/2024,189990,3,4,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,115000,1,2,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,65000,0,1,Apartment,Low,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,99999,2,4,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,173000,3,4,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,235000,3,4,Apartment,High,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,138000,1,2,Apartment,Medium,Yearly,Furnished,75,Corniche Road,Abu Dhabi
2/6/2024,165000,3,4,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,72990,1,2,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,220000,4,5,Townhouse,High,Yearly,Unfurnished,75,Al Matar,Abu Dhabi
2/6/2024,190000,6,8,Villa,High,Yearly,Unfurnished,75,Mohammed Bin Zayed City,Abu Dhabi
2/6/2024,95000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,95000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,55000,1,1,Apartment,Low,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,115000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,30000,0,1,Apartment,Low,Yearly,Unfurnished,75,Khalifa City,Abu Dhabi
2/6/2024,90000,2,4,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,100000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Reem Island,Abu Dhabi
2/6/2024,70000,3,3,Apartment,Medium,Yearly,Unfurnished,75,Airport Street,Abu Dhabi
2/6/2024,92000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,220000,5,9,Villa,High,Yearly,Unfurnished,75,Shakhbout City,Abu Dhabi
2/6/2024,280000,4,5,Villa,High,Yearly,Unfurnished,75,Al Matar,Abu Dhabi
2/6/2024,95000,3,4,Apartment,Medium,Yearly,Unfurnished,75,Al Reef,Abu Dhabi
2/6/2024,220000,1,2,Apartment,High,Yearly,Unfurnished,75,Al Bateen,Abu Dhabi
2/6/2024,128000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,85000,2,3,Apartment,Medium,Yearly,Unfurnished,75,Baniyas,Abu Dhabi
2/6/2024,95000,3,4,Apartment,Medium,Yearly,Unfurnished,75,Corniche Road,Abu Dhabi
2/6/2024,300000,3,4,Apartment,High,Yearly,Unfurnished,75,Saadiyat Island,Abu Dhabi
2/6/2024,120000,6,6,Villa,Medium,Yearly,Unfurnished,75,Shakhbout City,Abu Dhabi
2/6/2024,185000,6,6,Villa,High,Yearly,Unfurnished,75,Al Bateen,Abu Dhabi
2/6/2024,189999,4,5,Apartment,High,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,69999,1,2,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,195000,3,4,Townhouse,High,Yearly,Unfurnished,75,Yas Island,Abu Dhabi
2/6/2024,75000,1,2,Apartment,Medium,Yearly,Unfurnished,75,Al Raha Beach,Abu Dhabi
2/6/2024,134999,4,5,Villa,Medium,Yearly,Unfurnished,75,Al Reef,Abu Dhabi
